text,label,source
rt face with tears of joy face with tears of joy face with tears of joy on god i be thinking that . lol people at school be showing me this nigguh videos . im like flushed face he famous oss face with tears of joy,1,davidson
"rt don't try nd play me, i'll hoe u harder face with tears of joy ok hand",1,davidson
rt these hoes sad man,1,davidson
rt y'all bitches be like 16 looking 25 weary face,1,davidson
rt chris brown is trash.,0,davidson
"rt how you leave ya mans dead for a broke bitch, most these rap niggas on some hoe shit!!",1,davidson
"rt i asked to get me pink bunnies one time, so he brought me yellow chicks.. rabbit face two hearts",0,davidson
rt lmfaoo >rt lmaoo thats what u got from this? rt dougie be yamming the coon all that beat boxing weary face,2,davidson
"rt "" when you drop all your hoes for the wrong one and you gotta bring em back lmfaoo",1,davidson
"rt "" gotta watch these hoes eyes "" i swear clapping hands",1,davidson
"rt "" meanwhile in texas 19-year-old man facing 5 years to life in prison for $25 worth of pot brownies",0,davidson
rt truth b told i have -0 hoes face with tears of joy,1,davidson
rt 1) a real nigger would never be hurt and crying over pussy they didn't get for two years. what kinda gay shit is that?,1,davidson
"rt 4) only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the..",2,davidson
rt folded hands lord please don't let this bitch kill my vibe.,1,davidson
rt and y'all niggas jus give up the pussy.. i wonder how y'all feel reading the tl.. nervous af huh? thinkin y'all bout to ge..,1,davidson
rt life to short to be walkin round mad at bitches,1,davidson
rt bitches jus love to get me madd,1,davidson
"rt pussy like girls smiling cat with heart-eyes , damn is my pussy gay?",1,davidson
"rt "" any bitch that has ever had a ""problem"" with me ain't checked shit but my twitter squinting face with tongue ""nbs !!",1,davidson
"rt js met a lil bitch wit a long name mufucka had more letters den tennessee, i go gorilla ina pussy, rip smirking face",1,davidson
rt if you still put your pride in front of your feelings .. then yes bitch your still childish,1,davidson
"rt "" when she waives her pussy fees>>"" bye lawrence waving hand",1,davidson
rt the single life is hitting for zero. like i don't even want hoes.,1,davidson
rt i swear these bitches think their still in highschool,1,davidson
rt i believe there's a hood in heaven cause the devil gots a bad bitch.,1,davidson
"rt "" man just proofread & edited this niggah sentence face with tears of joy face with tears of joy face with tears of joy face with tears of joy loudly crying face loudly crying face loudly crying face ""feel like i'm back in 6th grade doing daily oral la..",1,davidson
"rt "" boy i was clean in them bitches.""you loved them damn sandals face with tears of joy",1,davidson
"rt lmaoo rt if we cuddle then im sliding something thick in your pussy, just a warning",1,davidson
rt why do y'all niggas entertain that nicole bitch? i don't see how y'all can ever take a bitch that posted naked pics serious..,2,davidson
rt if you can't do or say certain shit in front of yo bitch then don't do it,1,davidson
rt niggas be catching attitudes and expect a bitch to beg plenty of sorry's to figure out what's his problem. no,1,davidson
"rt sellin' my soul for material wishes , fast cars & bitches",1,davidson
"rt i don't wanna hear sgt. tahmooressi's name come outta the preezy's mouth. he couldn't be bothered then, keep his pie ho..",0,davidson
rt lil stupid ass bitch.. i aint fucking with you face with tears of joy,1,davidson
rt what's the difference between a main & a side bitch ?? shit y'all both getting feed lies & dick!,1,davidson
rt most of the bitches he fw not old enough to get a id face with tears of joy face with tears of joy so what that tell you person tipping hand,1,davidson
rt invest in some curtains bitch,1,davidson
rt if im bad built ok yall built like tractors yall got relationships bitch where mine ?? confused face,1,davidson
"rt "" i wonder if i @ oomf i be like i want fuck would i be wrong or confused face "" you a be one brave as bitch face with tears of joy face with tears of joy",1,davidson
rt these bitches can't do nothin for you.,1,davidson
"rt sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title..",1,davidson
rt in a relationship there's gonna be bitches badder than yours or niggas doing better than your nigger. that's where the loyalty..,1,davidson
rt i am so jealous of bitches who can squirt unamused face,1,davidson
"rt zulema don't worry bitches only act bold when they have somebody to ""back"" them up! it's cool tho i got you if anything!",1,davidson
"rt "" bring winter back.. this 70 degrees at 7 am shit is for the birds""--get the fukk outta here bro!!",1,davidson
"rt "" you have no sense of humor so back off their backs""ur a lil bitch and im 10",1,davidson
"rt in hopes of recruiting more women, isis opens jihadi finishing school",0,davidson
"rt if i had a dollar for every bobby pin i've lost, i'd be one rich bitch",1,davidson
"rt i don't care what any of you bitches say, kesha is awesome red heart ok hand",1,davidson
rt these hoes ain't loyal,1,davidson
rt can someone find the georgia fan who talked trash to me and told me he hope we don't end up like tennessee? tell him i'm ..,0,davidson
rt lakers on..i thought trash day was monday,0,davidson
"rt "" some of you bitches are dumbb"" they are everywhere trev. unamused face",1,davidson
"rt i can't stand a ""fuck these niggas"" ass bitch..",1,davidson
rt everybody tryna fuck the next nigger bitch not knowin that his bitch is the next nigger bitch speak-no-evil monkey face without mouth,2,davidson
rt how do people not realize the jig ?,0,davidson
rt just learned that there was a 1932 japanese political plot to assassinate charlie chaplin. please option this tweet now back ..,0,davidson
"rt "" i'm not the type of guy to bitch about how hot it is but it's about to be 11 and i'm still sweating"" q..",1,davidson
rt all i want for valentines day is a big booty hoe.,1,davidson
rt happy birthday fag boy,1,davidson
rt hannah is retarded don't listen to her.,1,davidson
"rt "" don't get me started on you potato head lookin ass bitch"" face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy",1,davidson
"rt cause i'm as free as a bird now, and this bird you can not change musical notes",0,davidson
"rt why do you call most guys that talk shit to you ""fags"" then? you should use another word hypocrite.",1,davidson
rt loudly crying face loudly crying face if i cum on your pussy don't be tryna rub it in like they do in the pornos cuz if u get pregnant tha..,1,davidson
rt you got niggas & i got bitches but i want you.. two hearts musical notes,2,davidson
rt dii bitches smirking face revolving hearts,1,davidson
"rt "" now i know why niggas have sides, my bitch boring """,1,davidson
rt charlie baker!!,0,davidson
rt i'm the only person who likes yellow starburst i feel,0,davidson
"rt ""that's why god made brownies. to replace boys.""",0,davidson
"rt when a girl bring up my ""hoes"" when i'm trying to get to know her..",1,davidson
"rt . & i are discussing our awful 90s fashion choices yellow overall shorts, boxers over leggings. what was your bes..",0,davidson
"rt also as part of my release day gift (yes, we get those!) this adorable bumblebee bear! montlake",0,davidson
"rt omg nathaniel. no ""come here mr pussy"" ""mr pussy where are you"" lol",1,davidson
"rt ""that's what that means..some kid called me at like 1 in the morning asking me if i wanted to hit the slopes..""",0,davidson
"rt i know it ain't good, but these hoes gon' do what they wa-wa-waannt.",1,davidson
rt how she gets all the bitches,1,davidson
"rt nights like this i wish, ride low in the chevy hit the switch. in the city burning killa with a bitch",1,davidson
rt rt if crabtree woulda caught that over sherman for the game y'all woulda said sherman trash & he got what..,0,davidson
"rt years of eating and still no beard, more of mythology. rt when you eat pussy it helps yo beard grow this is s..",1,davidson
rt i want some taco truck tacos! brenda & her mom be having them bitches smacking.,1,davidson
"rt just saw someone riding a bike while wearing camo, the bitch is asking to get hit!",1,davidson
"rt america is like a drunken redneck flailing his fists around, raving incoherently. he's kind of funny, but also you'r ..",1,davidson
rt s/o nf thanks for the follow hun!! face blowing a kiss face blowing a kiss,0,davidson
rt stfu stupid bitch. god damn. unfuckingfollow me then!! shit.,1,davidson
rt only fuck niggas would wanna continue to mess with these messy ass bitches vs. somebody who has been down for them all a..,2,davidson
rt drinkingto the last dropwashing teapot haiku mijikai,0,davidson
rt school admins take hungry kids' lunch & throw in trash because their lunch funds aren't paid up. that'll teach em!,0,davidson
"rt i am no longer willing to claim ""i'm just like you just queer"" as my rallying cry.",1,davidson
"rt "" dumb bitches are one thing that'll never become extinct.."" that's real",1,davidson
"rt bitch at macdonalds say..""u look a lil devilish 2day homey""..oh well bitch..i woke up like this-i woke up like this(bey..",1,davidson
"rt saying, ""who cares?"" comes from a privileged position. may you never experience what a queer person goes through, and may ..",1,davidson
"rt "" or.. run wildcat. let romo run that deep post, and have murray bomb that bitch to tony"" face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy",1,davidson
rt i feel bad for these young girls that are already hoes.,1,davidson
